web-scraper-order	content	like	collection	comment	com1	com2	com3	com4	com5
1681276708-380	"??大窑出息了！
辣糊糊麻辣烫必备的大窑汽水才发现居然是吴京代言～

??大窑荔爱?????? 淡淡的荔枝味 很清爽～
??大窑橙诺????橘子汽水都懂的
??大窑嘉宾????果味，但...不知道什么味

都是甜水，冰镇口感比常温好很多～"	2	1	1	看一眼配料表就够了				
1681276710-381	撸串来了	2	0	0					
1681276712-382	"666一排货架都是大窑
还都是一个味道
超市牛了"	1	0	2	是不是家乐福				
1681276714-383	来到这发现人们去吃饭不喝酒，都喝这个，6块一拼，感觉就是小时候喝的汽水，没啥特殊的	1	0	0					
1681276717-384	"大窑这个口味有种说不出来的感觉！
第一口就让人觉得好熟悉，
总觉得是小时候哪个零食的味道，
但又想不起来到底是啥？"	7	2	10+	我觉得和菠萝啤差不多	比巴卜	大白梨	贵	老冰棍
1681276719-385	南宁，我有大西北的大窑汽水。	1	0	2	有多少				
1681276721-386	终于打卡哈尔滨 遗憾的是在道里区的时间太短了	10+	1	7	"雪人蛋糕：雪礼·Cake DIY 蛋糕店 
东风街114号 提前一天预定就行"	雪人好可爱	姐妹，这个冰淇淋不是真正的马迭尔，真正的马迭尔要去中央大街那家。还可以买马迭尔面包。下次有机会来可以尝尝	图一在哪买的呀	
1681276723-387	"对，你没听错，是大窑！我最近迷上了这款汽水了，也不管控糖什么的，反正偶尔喝上几口，南方的春天，雨水多、潮湿，心烦意乱时，喝它，爽歪歪！

在呼和浩特市有一个大窑村，大窑饮品的名称就起源于此。所以，大窑的品牌在当地颇有名气。
大窑嘉宾诞生于1983年，原名“嘉宾”，由呼和浩特市八一饮料厂生产，八一饮料厂为军工企业，后转制为大窑食品厂，“嘉宾”也更名为“大窑嘉宾”延续至今。

大窑橙诺，于1995年正式上市，是大窑嘉宾系列产品最畅销的果味汽水之一。

其实在我小的时候，实话实说，确实没喝过这款汽水的，所以不存在许多人眼中喝它为了儿时的情怀，我是最近在某线上平台发现的，价格不贵，3.99元/罐，又是500ml一罐，量挺大的，于是买来尝尝，结果一喝就喜欢上了，相比大窑橙诺，我个人更喜欢经典嘉宾味。"	1	0	0					
1681276725-388		3	0	4	大窑什么时候找吴京代言了？我喝了这么多年，才知道				
1681276728-389	我的克莱因蓝和大窑更配	3	0	1	看着你照片写了一幅书法给你				
1681276730-390	真的很喜欢买一些喝的，纯牛奶是必不可少的，今天发现喝的有这么多的，开一个宿舍小卖铺吧	1	0	0					
1681276732-391	"前两年去天津找舍友玩 第一喝到这个大窑汽水 喝的是橙子味的！一瓶才6元好像 好喝又便宜！！
厦门也慢慢开始有了 出了新味道荔枝的也好好喝呀??
除了老冰棍味的??? 其他都好喝??"	10+	3	9	厦门没有啊，我们家一直网购喝这款，只喝橙子味的，其他味没有橙子味好喝哈哈，刚刚还网购了两箱，玻璃瓶的好喝	哈哈哈哈哈哎我笑死			
1681276734-392	"不太清楚大窑这个牌子是什么时候出的诶，过年的时候姑姑给了果味和橙味（图二）因为我从小不喜欢橙子汽水就没有喝，果味喝起来感觉一般般，水果大杂烩的感觉，很难形容具体是什么味道，不过很多人说香蕉味重一点。
这款大窖荔枝汽水感觉还不错，但是有点擦边大窑就像雪碧和雷碧的关系以前喝过珍珍的，感觉有点辣嗓子，这款就相对温和一些。  。下次有机会试试大窑的荔爱"	0	0	5	你这是大窖还是大窑啊	@掌中宝 我要喝这个呜呜呜呜			
1681276736-393	"本来心情美美的开了一瓶大窑
以为这是里面的气泡所以喝了
入口时感觉不对吐出来了
结果发现是塑料片……
塑料味我不喜欢……"	10+	0	6	抱抱w	揉揉	死了死了，塑料味好难	可怜揉揉	
1681276739-394	"从同学婚礼出来沿着省体到南稍门一路扫过来
喝了有段时间没喝的咸柠美式
看着小哥提了两提大窑开始好奇为啥现在大窑出没率比冰峰高了
不知道地上谁掉落的后视镜还能让我怼一下
看别人上稳定器拍妹子我就想去套娃

中秋累并快乐着
尼康Z 6
尼康Z 24-120 F/4 S"	10+	0	5	看着画质不错	下次得喝瓶大窑尝尝	24-120扫街利器		
1681276741-395	第一次喝大窑，在老家买了一提，觉得好喝，想带来西安结果没带下来，今天出去吃饭才发现西安每个口味都有。冰冰凉凉的简直太好喝了。	2	0	2	我也买了，我还没喝				
1681276743-396	吴京 你喝了我30ml大窑	0	0	0					
1681276749-397	"荔枝味的

搞定??uniqlo吊带裙子 （超级好看）? 男装哦 下面可以穿瑜伽裤"	2	0	0					
1681276751-398	大窑	0	0	0					
1681276754-399	零糖零卡零脂肪的大窑嘉宾，吃饭的时候偶然发现店里有卖的，果断选了两瓶尝尝，不甜，绝对可以，冷藏更佳	6	0	3	哦豁，呼市买的嘛	这两种哪个好喝			
1681276756-400		1	0	0					
1681276760-401	"??嗨喽！欢迎来到灿灿的plog~??(? ??_??)?加油！

??：好吃的包浆豆腐！超级嫩哦～(???????)
确认过眼神是铁板烧味的??·??·??*?? ??
外焦里嫩，爆浆口感十足??

??：从小喝到大的老式汽水！我的童年啊
长得像??，但是喝起来是汽水哦????

??：绝啦，别说你没吃过夹饼壹号哦～绝绝子????在大济宁zui有特色的小吃肯定是夹饼啦(●'?'●)
有很多之前没吃过的特色口味
可以说是很优xiu了(っ?з??????

??：玫瑰花的葬礼 90后满满的回忆呀o( ??? )o
当年fei主流的一批～

???：zui近入一款新的鼠标垫，新年新气象
买了一个颜色zui亮的 真的太可爱了！
新的一年目标就是要搞??！(? ??_??)?加油

：好物分享～湿厕纸  人类之光吧！●)o(●
很多人可能对它不了解所以没有尝试
??！真的比普通纸巾擦的更干净更舒适！！
真心tui荐～?(???)?优雅

            #"	10+	4	10+	来啦浏览点???g哦	来啦 先浏览再点????哦 避免失效	包浆豆腐感觉好好次	喜欢	湿厕巾还挺不错的
1681276763-402	我说怎么这么便宜，仔细一看根本不是	0	0	0					
1681276765-403	"俺的天，康师傅和康帅傅的故事
竟然在俺面前真实上演了
想买大窑喝的，越喝这个口感不太对
仔细一看
竟然是大窖！！！！！"	10+	3	100+	可能是大窖里发酵出来的	大窑橙诺才是，吴京有代言，标签有他图片	忽然不识字了	这不是大窖？	遥想当年，雷碧给我带来了多少快乐
1681276768-404	之前都是透明瓶子，最原始的包装，现在都易拉罐啦，口味多样！！	1	0	0					
1681276770-405	"据说是北方常见的饮料，看起来跟啤酒似的。瓶子上贴着“没有酒精的汽水”，大胆喝了点，哎呀，是种新奇的体验。老板，再来一瓶！
   #发"	10+	5	100+	我们从小喝到大的饮料，现在竟然全国这么多地方都能买到，还挺开心	我也是上周去铁锅炖第一次喝这个，惊艳，准备在京东下单买两箱，为啥南方超市都没有卖呢？	这个好像是内蒙产的，后来东北也有	有股老冰棍的味道	这个挺好喝的  14年以前没喝过  上大学喝的时候还觉得没有我小时候的山泉/仙泉好喝 拼车的时候还碰到过一个经销商 他还说你们东部区没有 你俩不考虑一下 因为我没有经商头脑 而且只觉得他不会在骗我吧 我们只是拼车啊 等我第二假期回家 好多商家都是嘉宾 我知道以后 内心就是 我错过了一个亿？
1681276772-406	我也来追星??	0	0	0					
1681276774-407	今天这杯冰的给南方天热的朋友先喝	10+	8	10+	喲~老远没点进来就看到我喜欢的杯子了	来个油炸馍夹菜？	我都没见过这种汽水呢	天凉了，该喝热的了	为啥你的咖啡液怎么那么浓厚，打发了吗？
1681276780-408	周末逛街偶遇到这个比赛，该说不说，音响多少一般，但是选手是真有实力??，还有喝大窑比赛	3	0	2	唱的很真的不错				
1681276782-409	个人认为。。大窑。。从口味。。量。。到代言人。。都完胜	3	0	10+	大窑没喝过，给我带一瓶	唉，大窑吧，我不是特喜欢，主要是你都搁白砂糖了，没必要在跟里面加阿斯巴甜，阿斯巴甜是我觉得最折磨的甜味剂，喝0.5到1升就会在嘴里有挥之不去的甜味，如果不是无糖，完全没必要加	荔枝味还不错	我觉得大窑的香精味儿特别浓北冰洋换了新包装以后 柠檬汽水更好喝了…但我觉得最好喝的汽水还是广州的华洋	挺好喝就是配料表不咋干净
1681276784-410	怎么那么好喝，我怎么才喝到？？？	2	0	10+	橘子和荔枝的这两个都行，黑色的那个我觉得不好喝还一股不正的甜味不推荐。	哈哈哈哈我爱！它的每个口味我喝了个遍！东北铁锅炖必备饮品	之前去内蒙古的时候被当地朋友安利的，哈哈哈哈哈。	民治	真的觉得很一般，就是30年前小时候街边劣质汽水的味道，可能人们喜欢就是这个怀旧感吧
1681276786-411	"看人家点了三瓶，我也来一瓶
第一次喝呢，有淡淡的荔枝味
气不多，不会使劲打嗝，配烧烤挺好的哟"	10+	0	10+	8块钱一瓶	说实话，我一直以为是酒	我们小时候这个和啤酒一样，要么用空瓶子换着买要不得给瓶子押金	我喝着蛮一般的，感觉没有宏宝莱和珍珍好喝	大窑嘉宾，大窑荔爱，大窑橙诺
1681276789-412	"珍惜最后的周末时光
喝口大窑打个嗝"	2	0	0					
1681276791-413	??当满树的樱花全部退为绿叶，浪漫便藏起了光阴	5	2	0					
1681276793-414	代言了东北特色汽水 我真的有被震惊到	10+	3	100+	赚钱嘛，不寒掺	在我们这里一次都没见人喝过，喝个汽水还要看老吴的装X脸，给钱都不喝	糖精兑的，齁儿难喝	我喜欢喝荔枝味的大窑 这个太甜	不是白象的我不喝
1681276795-415	终于吃到想吃的锅包肉了！！东北菜都很好吃	5	0	3	东北欢迎你～	色素糖水			
1681276797-416	"在华人超市逛到大窑，
什么时候能给我来个辣焙子+烤肠
终于不用青岛啤酒的瓶子了??感动"	7	0	10+	呼市人吗！	价格也很实惠 不会动不动五块往上	这个好喝吗？中超看见过	上礼拜吃烤肉还喝到，一直想问是哪里小朋友儿时的回忆	青岛人也被吸粉了，买了一箱嘉宾在家狂喝，好喜欢那种老式汽水的味道
1681276800-417	"其实我最爱荔枝味但是嘴馋喝完了
浓稠恰到好处的酸奶还便宜我一次炫一箱子！
记得点赞收藏关注避免迷路~"	1k+	1k+	1k+	有外地的朋友喝过的举个爪爪～	大窑嘉宾就是人间美味好吧	那叫大姚	┏┳━━━━━━━━━━┓      ┣┫██████████┃      ┣┫██████┏━┓█┃            ┣┫██████┃电┃█┃      ┣┫██████┃摇┃█┃             ┣┫██████┃秘┃█┃                                          ┣┫██████┃籍┃█┃       ┣┫██████┗━┛█┃       ┣┫██████████┃                        ┗┻━━━━━━━━━	我喝过，我喜欢喝苹果味和香橙味的，还有荔枝味的嘞
1681276802-418		3	0	0					
1681276804-419		2	0	0					
1681276807-420		100+	3	10+	太对了…就好这一口儿~~~	麻辣拌 馋了	噶嘎冷的天谁不想来碗热乎乎香喷喷的麻辣烫当早茶呢？	哈哈哈哈哈哈绝了	在哪啊
1681276809-421	"东北孩子真的有没喝过大窑的吗 我去年才刚知道有这么个饮料
???大窑橙诺
???大窑嘉宾
???大窑荔爱"	10+	4	100+	破案了！它来自内蒙！	我活二十多年 在黑龙江齐市绥化大庆牡丹江鸡西都呆过 从没喝过也没听说过大窑 去内蒙古上班团建上这个我还以为是啤酒  这是第一次喝大窑 等我离职回家 家那边超市饭店哪儿都有卖的 我都怀疑是地球 online有bug	大窑是内蒙古的啦，这几年渗透进东北了哈哈哈哈，我小时候就是喝大窑，它前身好像是一个香槟，后来改的名字，我觉得原味最好喝，橙子味总感觉缺点啥hhh。	小时候都是大白梨	从小喝的是八王寺和宏宝莱，近几年才知道的大窑
1681276812-422		1	0	2	橙子味儿的也不错				
1681276814-423	花花真的会使人心情变好！	2	0	0					
1681276816-424	"最近天气越来越暖和，就开始想喝汽水了，几种口味都尝了一下

还是最爱的大窑橙诺，感觉一个夏天都会喝很多，属于东北孩子的快乐～go"	100+	10+	10+	这个有酒精吗？	只有我自己感觉大窑嘉宾那个味儿有点儿香蕉味儿吗？	喜欢绿瓶的	都好喝，嘉宾最好，就是有点贵	原味的像小时候雪梅露的味道
1681276819-425	这个荔枝味饮料也好喝诶和那个红罐装的荔珍还是什么名字味道很像	1	0	8	珍珍！	这个是挺好喝的	我也喜欢荔枝的哈哈哈 另一款我喝过不太感冒 一喝这个就很喜欢	这个好喝！！珍珍太辣嗓子了我喝不了	
1681276821-426	"大窑汽水，在竞争白热化的饮料江湖，无疑是一款成功的爆款产品，今天分析一下这款饮料的包装策略。

定位大瓶大包装
大汽水 喝大窑，大窑饮品给自己的定位是“大”，520毫升的瓶身类似啤酒瓶，从此和300毫升左右的“小汽水”彻底分开，直接从包装形态上切出了一个新品类。

斜条纹??独特的“视觉锤”
大窑汽水通过简单的红蓝白色彩斜条纹作为包装设计的主视觉元素，形成巨大的视觉冲击力。

国民汽水定位
元气森林当初走的日系风格，那大窑就走的就是国潮风格，但和北冰洋、武汉二厂、冰峰等相比，大窑无疑是这里面形象最有差异化的。

把明星搬上包装，行走的广告牌
与吴京合作，成为其品牌代言人，包装就是行走的广告牌，要最大化的利用。

大的背后，是对人性的深刻洞察
当所有人都往精致做的时候，大就是“超值、畅快、豪横”，当大到一定程度的时候，那就是差异化，就是“PLUS”，值得分享和传播，大窑也可以继续把大发扬光大。

————————————————————————
爆款包装研究院 · 懂包装更懂策略
帮你打造爆款好包装? 纸箱|礼盒|彩盒|膜袋
创新设计|品牌策略|快速打样|全国生产交付
粉丝可预约免费做包装诊断，快速升级好包装
————————————————————————"	10+	10+	3	大窑汽水的火爆，跟包装没啥关系！是因为火了以后才有人关注它的包装！大窑最开始打开销量时还是用回收的啤酒瓶子装的，那个时候谁能关注它的包装	不就是华与华做的吗	大窑，最近才听说，我朋友说他们请华与华做的，然鹅……		
1681276823-427	以为是大窑其实是大窖，仔细一看是尖窖，我都气笑了	1k+	10+	100+	我笑喷了，大窖就很过分了，竟然还说是尖窖	肯定是多多买菜买的吧	艾玛，那是尖窑啊，我以为是小大窑 这山寨的真是够了	大窑只有易拉罐和玻璃瓶的吧	要大窑有大窖，要尖叫有尖窖
1681276827-428	"以前听说只有东北才有。
挺好喝的。含糖饮料还是少喝。"	0	0	0					
