序号	门店名称	评论内容	评论日期
412	Seesaw Coffee(深圳金地威新中心店)	"金地办公楼下，适合打工人休息闲聊的地方。

[服务铃]服务：
下午人很少，只有几桌，但是我们坐那桌的之前【别人】留下的空杯子一直没有人收拾，还是我们自己扔的，取杯也没有送到桌，一整个没有服务。

喝的一般，感觉这种偏办公性质的咖啡店就不能指望有高性价比，大家来这里更多的是因为店内的其他附有价值，可以聊天办公，吃吃喝喝到什么好吃的还是算了。"	2023-01-04
413	Seesaw Coffee(苏州中心店)	"超级差劲，不懂这种千层放了多少天还在卖。
千层皮干还带着点硬度。"	2023-01-04
414	Seesaw Coffee(重庆星光68店)	团好了券点餐才知道只有没奶的咖啡可喝…尝试了两杯调味热美式…就…一言难尽呐！分量少不说，还感觉口感很诡异…我本来还说买过挂耳和咖啡液不至于太雷，没想到实体店真还不如自己冲…反正是不会再入了…踩雷一个！	2023-01-04
415	Seesaw Coffee(深圳金地威新中心店)	我没理解错吧一个咖啡一个面包要20分钟？	2023-01-04
416	Seesaw Coffee(北京朝阳门首创大厦店)	就真的，那个椰子味还是什么味的美式真的不好喝，不要买这款！	2023-01-03
417	Seesaw Coffee(深圳壹方城店)	"没想到Seesaw变这样了，1月2日七点半上班的女服务员态度很让人无语。路过想打包喝的带走，晚上那边等了半小时现场也没多少人，进去问一问出单情况，一整个不耐烦，好像我欠了她几百万似的态度，还举着不知道什么时候出单的小食说：不就是这个嘛？再继续追问还有一杯饮品的时候直接甩脸进后面。男服务员给我们道歉还耐心把剩下一杯出给我们。
很生气，感觉来这消费受气，已经消费Seesaw很多次了，许久没来，往日喜爱的咖啡店变冷清了不说，运营还这般恶劣，真的感到惋惜&不再考虑来了[emoji]"	2023-01-02
418	Seesaw Coffee(上海百联世纪店)	seesaw算是和peets同一时间出来的咖啡吧，只能用被吊打来形容。世纪百联的这个peets有个巨大的bug，就是太冷，在里面办公了2个小时真的冻死了，一个贩卖空间的咖啡店在空间上这么不注意，那么基本就是倒闭的命运了。	2023-01-02
419	Seesaw Coffee(浦东嘉里城店)	服务员很高冷不怎么样，咖啡还可以吧在二楼开放型区域 位置算好找吧	2023-01-02
420	Seesaw Coffee(北京朝阳大悦城店)	来这里无数次，刚开业的时候就来，服务员换了一批又一批，现在服务态度越来越差，这一次真的忍无可忍。我每次来都会点拿铁，然后都会让店员帮我加一点糖浆进去。这次也一样叫他们帮我加糖浆，就是不给我加，说风味饮品才加。一定要让我用那个砂糖包，跟我在这开玩笑吗？质量差，卖的贵，服务差，不会再去	2023-01-02
421	Seesaw Coffee(杭州天目里店)	来天目里逛，因为咖啡店选择比较多，挑了很久没喝过的seesaw。进店的时候说店里等要20+分钟，我们四个人就在seesaw小程序里点，结果等了快一个多小时都没有提醒取餐，小程序里不停刷新也没看到说可以取餐。我们就逛回店里看看咖啡是不是好了。一到前台问店员，她看了我单号然后去吧台看了几杯放在那里的咖啡，跟我说咖啡好了放吧台。我说我手机小程序点的单，我到现在都没收到取餐通知，过去一个多小时了，这四杯咖啡放了多久？店员只是一直道歉帮我打包，说系统有问题。店里小姐姐道歉态度倒是很诚恳，可能店也没有规定咖啡放超过多久需要重做，所以我也没有主动要求。至于口感呢，热的咖啡凉了，冰的咖啡冰块融化了，气泡水没气了。让人心情不好的一杯咖啡（对了小程序如果不好用，可以不需要小程序让客人在店里现点现拿）	2023-01-01
