门店名称,评论内容,评论日期
Seesaw Coffee(中骏世界城店),路过这里想着礼品卡还有免费券可以用，就点了一杯巧克力。服务员说话带着枪药味道，单品豆也都没有了。点完了没给牌子，问是一会给送过去么？一个矮矮胖胖戴眼镜的服务员眼睛也不抬，坐在那里玩手机，也不回答。懒散的很哟。大杯巧克力，全是水。。感觉不舍得放料，太拜好感了。店开多了，管理跟不上，有些失望。,2022-04-04
Seesaw Coffee(杭州天目里店),"也算是来自上海的老网红精品咖啡  但是讲道理有点失望
首先是糕点柜成列 烘焙类的都放在一个小盒子里 
展示效果不美观不保鲜还容易串味 冷藏糕点倒还好正常
咖啡的话 店员推荐的 说特调都是耶加的soe  
这一杯梨香栀子 梨味糖浆搅拌还是能喝到 栀子花干也有，但是整个浓缩的味道很差 耶加的风味没有任何体现，说实话我都怀疑这是不是辣妈半自动做出来的shot加进去的，浅烘我能理解油脂可能不够 但是豆子原本的甜感花香也无，只能说要么豆子已经开封很久无风味，要么在正常粉量情况下店内太忙这一杯的浓缩萃取不够，当然糖浆味道也很水，我觉得这一杯48太夸张，18都不合适，唯一好一点的是子弹头冰块比空心融化得慢一点。
但是也有好一点的地方，这块茉莉龙井冰淇淋蛋糕还能处，抛开代脂可可的外皮，里面的蛋糕体和奶油都加了些茶碎末，吃起来有茶味和淡香，颗粒感也刚刚好不会突兀，整体甜度也是刚好的，奶油绵密不厚重，作为一个下午茶32块钱还是OK的。
店里还顺带卖些soe和手冲的豆子，有喜欢的可以了解了解，我没买就不做评论，但是摆放还算好看的。",2022-04-04
Seesaw Coffee(杭州滨江宝龙店),"[薄荷]环境：
怎么说呢，开在商场里的这家首先很难找，其次也蛮小的，没有落地窗，没有通透舒适的感觉，就像随便一家的快手咖啡。

[服务铃]：
这次点了新品「杏桃花蜂蜜拿铁」之前喝过天目里的就念念不忘，觉得口感很棒，知道附近开了慕名而来，但是口感说实话还是有区别，具体我也说不上来，可能是酸度的问题。总之还是有些失望的吧。",2022-04-04
Seesaw Coffee(重庆星光68店),"用了星光68的美食券，50抵100去消费，可能自己不是很专业的咖啡鉴定者，总体来说感觉一般。

[薄荷]环境：
比较简单的装修环境，在b区2楼的角落里
「栀子花梨香拿铁」看到是热门款点了一杯，觉得口味一般，而且上面撒的好像是茉莉花并不是栀子花，一杯48块钱的话，个人觉得有点小贵。
「厚椰云南拿铁」这个没什么特别的，感觉和瑞幸好像也差不许多🥲🥲",2022-04-04
Seesaw Coffee(武商MALL·武广店),"一言难尽，整个店最突出的亮点就是logo了。
「元气美式」
根本喝不出来咖啡味，甜！
「轻云桃桃美式」
这个也是一样哈哈哈，你们真的是买咖啡的吗。
出品要颜值没颜值，要口感无口感！",2022-04-04
Seesaw Coffee(北京西红门荟聚店),哎，一言难尽。也就那样吧,2022-04-03
Seesaw Coffee(北京双井富力广场店),繁星桂花拿铁糖分太高，没什么咖啡味，喝完头晕,2022-04-03
Seesaw Coffee(杭州湖滨步行街店),口味还可以，大杯很小。点单等店员不够熟练,2022-04-03
Seesaw Coffee(武商MALL·武广店),新开业几天的咖啡连锁首店在武汉国际广场开了，没有想象中人多。小程序下单，三分钟就拿到饮品了，出餐速度还是比较快的。两杯饮品一个甜品，到手后还是很失望的，一杯51一杯41，糖浆加咖啡，真的很贵很普通，提拉米苏蛋糕还可以！不出意外，再也不会喝了吧[笑哭],2022-04-03
Seesaw Coffee(重庆光环店),"喝了好几次了，被他的元气美式圈粉。
出了新品准备来试试，结果…
粉转路人，不会再尝试了这家咖啡了，对比其他的一些连锁网红咖啡的一些特调。seesaw太让人失望了。这个新品轻云桃桃美式，包装是好看的。
可是喝到嘴里一股桃子糖浆的味道。咖啡的味道去哪里了。我以为我在喝元气森林，哪里像4、50的咖啡。
拿铁里面应该是燕麦奶吧。但是却没有燕麦奶的醇厚，黑人问号？
可以去试试其他咖啡，才出来的这几个桃子新品就算了吧。太难喝了…",2022-04-03
Seesaw Coffee(武商MALL·武广店),"开业第一天下午来的，已经没有杯子送了，竟然还排队半小时，冷风嗖嗖的。
点了一杯「杏桃花蜂蜜拿铁」冰的
菜单上写的是燕麦奶加浓缩
很可惜，一点燕麦奶的味道都没喝出来，一杯350ml左右？咖啡味也喝不出来，水感很重，非常失望
以前一直听说他们家豆子还行准备买豆子的看来也没这个必要了
跟我排队的时候前面一个姐妹交流了下，都觉得不好喝，两个人点的还不一样
感觉在武汉这地方很难得混下去啊",2022-04-03
Seesaw Coffee(重庆光环店),"「杏桃花蜂蜜拿铁」
真的奇奇怪怪口味的一家店
一杯拿铁，一半都是冰，把冰块全部挑出来了
味道还是寡淡，你们的钱全部拿去做包装做推广去了吗？
就舍不得正儿八经的给客人多放点掉吗？
「轻云桃桃美式」这个更是大坑！
甜到腻人！！！你们到底是做咖啡还是做果汁
美式比拿铁还甜，没有咖啡味！加了很多糖浆，甜到伤人
大写的服气！

我还是会把你喝完的 
因为贵",2022-04-03
Seesaw Coffee(武商MALL·武广店),"又一家网红店来武汉了。3号一早8点半就去了，没有人，可能网红店太多了，大家都已经理性消费了。也有可能太早了。
办了个大富翁卡，299，有10张标准杯，5张买一送一。不过用完餐后，感觉有点不值，不太想来第二次，不过卡都办了，硬着头皮还是要来的。
话说咖啡的价格不是很便宜，不过用大富翁卡点48一杯的咖啡还算不错。
「椰子燕麦拿铁」48的价格，不过没有喝出椰子味。
「栀子花梨香拿铁」真有干栀子花在里面，味道就那样吧。
「莓莓酸奶轻芝士蛋糕」这个不错，很轻爽的感觉。
「黑椒牛肉卷」挺小的，外皮很脆，只是不值那个价。

[服务铃]服务：不能说好也不能说坏。只是给人感觉不大气。
给我买单的小哥人挺好的，各种帮我用优惠，当时给我下错了牛肉卷，给下了个便宜3块钱的黑松露三明治，后来去找他时，说免费帮我升成牛肉卷，我要补差价，说不让我补了。
不过过了一会儿，小哥又过让我重新下单了，我也就去配合了。因为用了半价卷，差价也就1块5。应该是小哥的权限不够，被领导diss了，毕竟就几块钱的东西，不至于出尔反尔。问题到没什么，只是让人觉得太小气了。
总体感觉就是，我为什么不去manner。",2022-04-03
Seesaw Coffee(建邺吾悦广场店),"去Seesaw Coffee很多次，但是，这次的感觉不是很好。
首先，疫情当下，服务员的口罩😷戴的不规范。
当天，我们点完咖啡和甜品后，请服务员帮忙收拾一下桌面，服务员用手直接把桌上的纸巾和饮料🥤杯拿走，然后手也没洗就给我们做咖啡。
好在我们看到后和服务员讲，他也算是听了我们的意见后去洗了手，重新给我们做了咖啡。
希望你们以后能够重视个人卫生，食品安全无小事。",2022-04-03
Seesaw Coffee(武商MALL·武广店),看到别人都吐槽樱花限定就没点「繁星桂花拿铁」桂花味不会浓郁，建议点冰的，要不可能会腻。尽管店里人不多，出品也比较慢，店内环境不太好，和旁边卖肥皂的是同一间，甚至没有隔墙，应该不会再去第二次了，普普通通星巴克水平,2022-04-02
Seesaw Coffee(武商MALL·武广店),又贵又难喝，真的只拍拍照就可以了。,2022-04-02
Seesaw Coffee(武商MALL·武广店),"冲着送杯子来打卡！
开业第一天早早来，凑巧成了武汉第一家店，第一天正式开业，第一个付费客人第一杯咖啡，一号小票都一起留念了！

[薄荷]环境：
店铺空间不算规整，比较奇葩的是跟隔壁日化用品店铺居然是无缝无界限连接，就用一米线给隔开了，咖啡杯主题墙延伸到旁边店铺无缝连接沐浴球主题墙，就很诡异

[服务铃]服务：
不算特别热情出众吧，感觉大家不是很在状态，出品比较缓慢，点餐要的冰的，出单子是热的，好在重新换了一杯冰的。

38元一杯咖啡，我认为价格不算亲民，出品和消费环境不是很匹配，性价比不过manner，店铺环境和噱头又没有m stand那么出挑，咖啡价格跟星巴克比肩，如果不是开业送杯子，平时可能不太会考虑。上海来的三家咖啡里面，比较尴尬吧。",2022-04-02
Seesaw Coffee(武商MALL·武广店),"足足等了30分钟没出餐，线上的订单貌似被遗忘～第一次需要等多久看了我的订单说快了，线上跟线下是一样的订单号，10分钟过去了，我发现自己耳朵是不是出现了故障，线上的号完全没叫，再去问，再等一会儿～就这样半小时过去了，我真是要无语了～点的食品也是没出单，看着我的手机对应给我拿食品然后再加热
满怀期待樱花拿铁，苍天太难喝
拿铁连咖啡豆的香味都没闻到，连速溶都不如",2022-04-02
Seesaw Coffee(武商MALL·武广店),大武汉近一年开了好多咖啡店。前几年朋友去上海，喝到seesaw 说很惊艳，所以一直对它抱有期待，终于seesaw 开到了武汉，满心期待的去尝了一下，买了江城限定的樱花拿铁。本来想点无糖，奈何小程序无法点无糖，只能将就着点了少糖，喝到之后还是被甜齁了无比的腻！咖啡的豆子无法描述，总之就是很难喝！！！然后，我要吐槽一下店员，请培训合格之后再上岗吧，服务态度一般就算了，我点的樱花拿铁是有奶油顶的，没经过我的同意，直接拿杯盖一下子盖踏下去，这是正常人做得出来的吗？？？？那么请问我点个奶油顶的意义在哪里？？？？同事喝的一杯，杯子也是无比的难以喝到其中的内容。最后想吐槽一下价格，我怀疑是直接照搬魔都的物价了，是不是有点高估了大武汉的消费水平，请做好市场调查再开门吧！大武汉可以选择的性价比高又好喝的咖啡店那么多，你们家不会有危机感的吗？？总之，不会再去了！,2022-04-02
Seesaw Coffee(深圳壹方城店),"是我打開的方式不對，還是我的選擇不對
「栀子花梨香拿铁」名字很吸引，但味道真的一般般。以為會有淡淡的花香，但純粹的只有咖啡香，裡面還帶有一點點的果泥，並沒有品嚐到名字說的梔子花
「热拿铁」原本很保守的飲品，卻讓我失望了！！！苦澀的口感非常重，是我的味蕾出現問題了嗎？拿鐵怎麼能是苦澀味呢？材料只有1/3的義式濃縮咖啡➕2/3的牛奶啊～～～
「提拉米苏蛋糕」這裏的tiramisu跟常規的不太一樣（應該做了改良），整個的咖啡和可可粉更重一些，顯得整個的味道分佈不均勻，外側偏甜膩，內餡微苦。
需要搭配咖啡解膩，兩個人都是勉強吃完。
[叹气][叹气][叹气][叹气][叹气][叹气][叹气][叹气][叹气][叹气][叹气][叹气][叹气][叹气][叹气][叹气][叹气][叹气]
整個店面還是蠻簡潔舒服的，店員大概5-6人。
看見隔壁小姊姊跟店員溝通飲品味道不對，也及時有店員解釋並重新製作。
價格偏貴，性價比不高。但如果是拍照或感受下潮流也是OK的
[咖啡][鬼脸][咖啡][鬼脸]",2022-04-02
Seesaw Coffee(武商MALL·武广店),"环境：整体环境还蛮干净舒适的 椅子不算多但好在坐的人少（可能工作日的原因吧）

味道:我点的「元气美式」味道的话喝起来酸酸的 不喜欢酸的不推荐 感觉这款跟咖啡融合的不是特别好 可能是豆子的原因 我朋友喝的「栀子花梨香拿铁」这款摇匀了喝起来有点香蕉拿铁的感觉感觉还行

价格：相对于普通咖啡店的话他们家还是偏高的 毕竟位置在这里 情有可原

总结:可以尝试一下 但不太会再来",2022-04-02
Seesaw Coffee(深圳壹方城店),"收藏了很久的一家店，真的失望了😥
「栀子花梨香拿铁」第一口味道有点不太适应，网上看很多人说好喝，但是我跟朋友都感觉一般，甜口的，花香还挺大，喜欢这类的估计会比较爱吧。「热拿铁」失望，跟其他喝过的比真的失望多了，味道具体不知道怎能形容，有点烘焙过度的感觉，本人是喜欢浓郁的，但是这款真的爱不起来。「提拉米苏蛋糕」额，还行吧，但是估计也是不会再点，酒味比较重，整体感觉一般般，但是搭配咖啡吃起会好点。
[服务铃]服务:
小姐姐服务还是挺热情的
[薄荷]环境:
店铺唯一满意的就是环境，虽然不大，但是整体挺舒服的，当天人也不多。
另外，当天也有客人反应咖啡问题，不知道是不是店长，回应是说都按照标准做的，如果觉得淡，可以在点餐的时候，要跟服务员反应，但是对于第一次来的客人，没喝过怎么知道味道淡之类的呢，店家应该主动询问有没其他要求，这样会更贴心咯，毕竟第一次遇到这样的情况，估计不会再去了。",2022-04-02
